Player,Club,Age,Position,Nation,Value,League
Luca Pellegrini,SS Lazio,24,Defender,Italy,7000000.0,Serie A
Bobby De Cordova-Reid,Fulham FC,30,midfield,Jamaica,7000000.0,Premier League
Juan Larios,Southampton FC,19,Defender,Spain,7000000.0,Premier League
Davide Zappacosta,Atalanta BC,31,Defender,Italy,7000000.0,Serie A
Japhet Tanganga,Tottenham Hotspur,24,Defender,England,7000000.0,Premier League
Abner,Real Betis Balompié,23,Defender,Brazil,7000000.0,La Liga
Leo Östigard,SSC Napoli,23,Defender,Norway,7000000.0,Serie A
Nabil Bentaleb,Angers SCO,28,midfield,Algeria,7000000.0,Ligue 1
Lucien Agoumé,ESTAC Troyes,21,midfield,France,7000000.0,Ligue 1
Ibrahima Diallo,Southampton FC,24,midfield,France,7000000.0,Premier League
Dennis Praet,Leicester City,29,midfield,Belgium,7000000.0,Premier League
Rick Karsdorp,AS Roma,28,Defender,Netherlands,7000000.0,Serie A
Domagoj Bradaric,US Salernitana 1919,23,Defender,Croatia,7000000.0,Serie A
Aïssa Laïdouni,1.FC Union Berlin,26,midfield,Tunisia,7000000.0,Bundesliga
Marvin Schwäbe,1.FC Köln,28,Goalkeeper,Germany,7000000.0,Bundesliga
Manuel Neuer,Bayern Munich,37,Goalkeeper,Germany,7000000.0,Bundesliga
Emil Forsberg,RB Leipzig,31,midfield,Sweden,7000000.0,Bundesliga
Yussuf Poulsen,RB Leipzig,29,Attack,Denmark,7000000.0,Bundesliga
Marco Friedl,SV Werder Bremen,25,Defender,Austria,7000000.0,Bundesliga
Niklas Dorsch,FC Augsburg,25,midfield,Germany,7000000.0,Bundesliga
Enzo Millot,VfB Stuttgart,20,midfield,France,7000000.0,Bundesliga
Tiago Tomás,VfB Stuttgart,21,Attack,Portugal,7000000.0,Bundesliga
Alex Kral,FC Schalke 04,25,midfield,Czech Republic,7000000.0,Bundesliga
Jordan,1.FC Union Berlin,27,Attack,United States,7000000.0,Bundesliga
Tom Krauß,FC Schalke 04,22,midfield,Germany,7000000.0,Bundesliga
Kasper Dolberg,TSG 1899 Hoffenheim,25,Attack,Denmark,7000000.0,Bundesliga
Grischa Prömel,TSG 1899 Hoffenheim,28,midfield,Germany,7000000.0,Bundesliga
Marco Reus,Borussia Dortmund,34,midfield,Germany,7000000.0,Bundesliga
Aarón Martín,1.FSV Mainz 05,26,Defender,Spain,7000000.0,Bundesliga
Kristijan Jakic,Eintracht Frankfurt,26,midfield,Croatia,7000000.0,Bundesliga
Ihlas Bebou,TSG 1899 Hoffenheim,29,Attack,Togo,7000000.0,Bundesliga
Alidu Seidu,Clermont Foot 63,23,Defender,Ghana,7000000.0,Ligue 1
Billal Brahimi,OGC Nice,23,Attack,Algeria,7000000.0,Ligue 1
Janik Haberer,1.FC Union Berlin,29,midfield,Germany,7000000.0,Bundesliga
Jeanuël Belocian,Stade Rennais FC,18,Defender,France,7000000.0,Ligue 1
Issa Kaboré,Olympique Marseille,22,Defender,Burkina Faso,7000000.0,Ligue 1
Quentin Merlin,FC Nantes,21,Defender,France,7000000.0,Ligue 1
Arnaud Nordin,Montpellier HSC,25,Attack,France,7000000.0,Ligue 1
João Victor,FC Nantes,24,Defender,Brazil,7000000.0,Ligue 1
Ruben Aguilar,AS Monaco,30,Defender,France,7000000.0,Ligue 1
Mattia Viti,OGC Nice,21,Defender,Italy,7000000.0,Ligue 1
Adam Ounas,LOSC Lille,26,Attack,Algeria,7000000.0,Ligue 1
El Chadaille Bitshiabu,Paris Saint-Germain,18,Defender,France,7000000.0,Ligue 1
Melvin Bard,OGC Nice,22,Defender,France,7000000.0,Ligue 1
Andy Delort,FC Nantes,31,Attack,Algeria,7000000.0,Ligue 1
Youcef Atal,OGC Nice,27,Defender,Algeria,7000000.0,Ligue 1
Matz Sels,RC Strasbourg Alsace,31,Goalkeeper,Belgium,7000000.0,Ligue 1
Eliot Matazo,AS Monaco,21,midfield,Belgium,7000000.0,Ligue 1
Joe Rodon,Stade Rennais FC,25,Defender,Wales,7000000.0,Ligue 1
Myron Boadu,AS Monaco,22,Attack,Netherlands,7000000.0,Ligue 1
Maxime Estève,Montpellier HSC,21,Defender,France,7000000.0,Ligue 1
Dion Beljo,FC Augsburg,21,Attack,Croatia,6500000.0,Bundesliga
Jan Thielmann,1.FC Köln,21,Attack,Germany,6500000.0,Bundesliga
Rubén Vargas,FC Augsburg,24,Attack,Switzerland,6500000.0,Bundesliga
Luca Netz,Borussia Mönchengladbach,20,Defender,Germany,6500000.0,Bundesliga
Arne Maier,FC Augsburg,24,midfield,Germany,6500000.0,Bundesliga
Robert Skov,TSG 1899 Hoffenheim,27,midfield,Denmark,6500000.0,Bundesliga
Nikola Moro,Bologna FC 1909,25,midfield,Croatia,6500000.0,Serie A
Simone Bastoni,Spezia Calcio,26,midfield,Italy,6500000.0,Serie A
Wataru Endo,VfB Stuttgart,30,midfield,Japan,6500000.0,Bundesliga
Isak Hien,Hellas Verona,24,Defender,Sweden,6000000.0,Serie A
Nemanja Maksimovic,Getafe CF,28,midfield,Serbia,6000000.0,La Liga
Alessandro Zanoli,UC Sampdoria,22,Defender,Italy,6000000.0,Serie A
Rubén García,CA Osasuna,29,Attack,Spain,6000000.0,La Liga
Manuel Lanzini,West Ham United,30,midfield,Argentina,6000000.0,Premier League
Luís Maximiano,SS Lazio,24,Goalkeeper,Portugal,6000000.0,Serie A
Álvaro Rodríguez,Real Madrid,18,Attack,Uruguay,6000000.0,La Liga
Mads Roerslev,Brentford FC,24,Defender,Denmark,6000000.0,Premier League
Hans Hateboer,Atalanta BC,29,Defender,Netherlands,6000000.0,Serie A
Ante Rebic,AC Milan,29,Attack,Croatia,6000000.0,Serie A
Ayoze Pérez,Real Betis Balompié,29,Attack,Spain,6000000.0,La Liga
Henrikh Mkhitaryan,Inter Milan,34,midfield,Armenia,6000000.0,Serie A
Aihen Muñoz,Real Sociedad,25,Defender,Spain,6000000.0,La Liga
Divock Origi,AC Milan,28,Attack,Belgium,6000000.0,Serie A
Jordan Zemura,AFC Bournemouth,23,Defender,Zimbabwe,6000000.0,Premier League
Renato Tapia,Celta de Vigo,27,midfield,Peru,6000000.0,La Liga
Sam Johnstone,Crystal Palace,30,Goalkeeper,England,6000000.0,Premier League
Mouctar Diakhaby,Valencia CF,26,Defender,Guinea,6000000.0,La Liga
Toti,Wolverhampton Wanderers,24,Defender,Portugal,6000000.0,Premier League
Matteo Lovato,US Salernitana 1919,23,Defender,Italy,6000000.0,Serie A
Dany Mota,AC Monza,25,Attack,Portugal,6000000.0,Serie A
Jon Pacheco,Real Sociedad,22,Defender,Spain,6000000.0,La Liga
Unai Núñez,Celta de Vigo,26,Defender,Spain,6000000.0,La Liga
Eldor Shomurodov,Spezia Calcio,27,Attack,Uzbekistan,6000000.0,Serie A
Rodrigo,Leeds United,32,Attack,Spain,6000000.0,Premier League
Suso,Sevilla FC,29,Attack,Spain,6000000.0,La Liga
Facundo Pellistri,Manchester United,21,Attack,Uruguay,6000000.0,Premier League
Lucas Moura,Tottenham Hotspur,30,Attack,Brazil,6000000.0,Premier League
Carlos Vinícius,Fulham FC,28,Attack,Brazil,6000000.0,Premier League
Iago Aspas,Celta de Vigo,35,Attack,Spain,6000000.0,La Liga
Ryan Fraser,Newcastle United,29,Attack,Scotland,6000000.0,Premier League
Joan González,US Lecce,21,midfield,Spain,6000000.0,Serie A
Joselu,RCD Espanyol Barcelona,33,Attack,Spain,6000000.0,La Liga
Brian Oliván,RCD Espanyol Barcelona,29,Defender,Spain,6000000.0,La Liga
Nico Melamed,RCD Espanyol Barcelona,22,Attack,Spain,6000000.0,La Liga
Vini Souza,RCD Espanyol Barcelona,24,midfield,Brazil,6000000.0,La Liga
Adrien Tamèze,Hellas Verona,29,midfield,Cameroon,6000000.0,Serie A
Raúl Jiménez,Wolverhampton Wanderers,32,Attack,Mexico,6000000.0,Premier League
Malang Sarr,AS Monaco,24,Defender,France,6000000.0,Ligue 1
Rasmus Nicolaisen,FC Toulouse,26,Defender,Denmark,6000000.0,Ligue 1
Stijn Spierings,FC Toulouse,27,midfield,Netherlands,6000000.0,Ligue 1
Jean Onana,RC Lens,23,midfield,Cameroon,6000000.0,Ligue 1
Isaak Touré,AJ Auxerre,20,Defender,France,6000000.0,Ligue 1
Flavien Tait,Stade Rennais FC,30,midfield,France,6000000.0,Ligue 1
Takumi Minamino,AS Monaco,28,Attack,Japan,6000000.0,Ligue 1
Maghnes Akliouche,AS Monaco,21,midfield,France,6000000.0,Ligue 1
Xeka,Stade Rennais FC,28,midfield,Portugal,6000000.0,Ligue 1
Mostafa Mohamed,FC Nantes,25,Attack,Egypt,6000000.0,Ligue 1
Ismail Jakobs,AS Monaco,23,Defender,Senegal,6000000.0,Ligue 1
Stephy Mavididi,Montpellier HSC,25,Attack,England,6000000.0,Ligue 1
Chrislain Matsima,AS Monaco,21,Defender,France,6000000.0,Ligue 1
Wilson Odobert,ESTAC Troyes,18,Attack,France,6000000.0,Ligue 1
Kerem Demirbay,Bayer 04 Leverkusen,29,midfield,Germany,6000000.0,Bundesliga
Faitout Maouassa,Montpellier HSC,24,Defender,France,6000000.0,Ligue 1
Pablo Rosario,OGC Nice,26,midfield,Netherlands,6000000.0,Ligue 1
Christopher Wooh,Stade Rennais FC,21,Defender,Cameroon,6000000.0,Ligue 1
Morgan Sanson,RC Strasbourg Alsace,28,midfield,France,6000000.0,Ligue 1
Pedro Chirivella,FC Nantes,26,midfield,Spain,6000000.0,Ligue 1
Ross Barkley,OGC Nice,29,midfield,England,6000000.0,Ligue 1
Ibrahima Sissoko,RC Strasbourg Alsace,25,midfield,France,6000000.0,Ligue 1
Muhammed Cham,Clermont Foot 63,22,midfield,Austria,6000000.0,Ligue 1
Abdallah Sima,Angers SCO,22,Attack,Senegal,6000000.0,Ligue 1
Adrien Thomasson,RC Lens,29,midfield,France,6000000.0,Ligue 1
Badredine Bouanani,OGC Nice,18,Attack,Algeria,6000000.0,Ligue 1
Ismaël Doukouré,RC Strasbourg Alsace,19,Defender,France,6000000.0,Ligue 1
Jens Cajuste,Stade Reims,23,midfield,Sweden,6000000.0,Ligue 1
Mohamed Bayo,LOSC Lille,25,Attack,Guinea,6000000.0,Ligue 1
Alexis Flips,Stade Reims,23,Attack,France,6000000.0,Ligue 1
Nacho Fernández,Real Madrid,33,Defender,Spain,6000000.0,La Liga
Linton Maina,1.FC Köln,24,Attack,Germany,6000000.0,Bundesliga
Amos Pieper,SV Werder Bremen,25,Defender,Germany,6000000.0,Bundesliga
Nadiem Amiri,Bayer 04 Leverkusen,26,midfield,Germany,6000000.0,Bundesliga
Mitchell Weiser,SV Werder Bremen,29,Defender,Germany,6000000.0,Bundesliga
Mats Hummels,Borussia Dortmund,34,Defender,Germany,6000000.0,Bundesliga
Omar Marmoush,VfL Wolfsburg,24,Attack,Egypt,6000000.0,Bundesliga
Yannick Gerhardt,VfL Wolfsburg,29,midfield,Germany,6000000.0,Bundesliga
Marlon,AC Monza,27,Defender,Brazil,6000000.0,Serie A
Giulian Biancone,Nottingham Forest,23,Defender,France,6000000.0,Premier League
Toma Basic,SS Lazio,26,midfield,Croatia,6000000.0,Serie A
Ander Barrenetxea,Real Sociedad,21,Attack,Spain,6000000.0,La Liga
Roberto Pereyra,Udinese Calcio,32,midfield,Argentina,6000000.0,Serie A
Álvaro García,Rayo Vallecano,30,Attack,Spain,6000000.0,La Liga
Largie Ramazani,UD Almería,22,Attack,Belgium,6000000.0,La Liga
Lázaro,UD Almería,21,Attack,Brazil,6000000.0,La Liga
Mikel Vesga,Athletic Bilbao,30,midfield,Spain,6000000.0,La Liga
Rafael Tolói,Atalanta BC,32,Defender,Italy,6000000.0,Serie A
Jamal Lewis,Newcastle United,25,Defender,Northern Ireland,6000000.0,Premier League
Dani Parejo,Villarreal CF,34,midfield,Spain,6000000.0,La Liga
Emil Audero,UC Sampdoria,26,Goalkeeper,Italy,6000000.0,Serie A
Samu Castillejo,Valencia CF,28,Attack,Spain,6000000.0,La Liga
Hugo Bueno,Wolverhampton Wanderers,20,Defender,Spain,6000000.0,Premier League
Stefan Savic,Atlético de Madrid,32,Defender,Montenegro,6000000.0,La Liga
Willian José,Real Betis Balompié,31,Attack,Brazil,6000000.0,La Liga
Mohamed Elneny,Arsenal FC,30,midfield,Egypt,6000000.0,Premier League
Ante Budimir,CA Osasuna,31,Attack,Croatia,6000000.0,La Liga
Danny Ward,Leicester City,30,Goalkeeper,Wales,6000000.0,Premier League
Giulio Maggiore,US Salernitana 1919,25,midfield,Italy,5500000.0,Serie A
Milos Veljkovic,SV Werder Bremen,27,Defender,Serbia,5500000.0,Bundesliga
Reece Oxford,FC Augsburg,24,Defender,England,5500000.0,Bundesliga
Julian Chabot,1.FC Köln,25,Defender,Germany,5500000.0,Bundesliga
Edimilson Fernandes,1.FSV Mainz 05,27,midfield,Switzerland,5500000.0,Bundesliga
Chidera Ejuke,Hertha BSC,25,Attack,Nigeria,5500000.0,Bundesliga
Frederik Rönnow,1.FC Union Berlin,30,Goalkeeper,Denmark,5500000.0,Bundesliga
Niklas Stark,SV Werder Bremen,28,Defender,Germany,5500000.0,Bundesliga
Morten Thorsby,1.FC Union Berlin,27,midfield,Norway,5500000.0,Bundesliga
Iago,FC Augsburg,26,Defender,Brazil,5500000.0,Bundesliga
Rogério,US Sassuolo,25,Defender,Brazil,5500000.0,Serie A
Marcus Ingvartsen,1.FSV Mainz 05,27,Attack,Denmark,5500000.0,Bundesliga
Stanley Nsoki,TSG 1899 Hoffenheim,24,Defender,France,5500000.0,Bundesliga
Youssouf Sabaly,Real Betis Balompié,30,Defender,Senegal,5000000.0,La Liga
Wladimiro Falcone,US Lecce,28,Goalkeeper,Italy,5000000.0,Serie A
Martin Erlic,US Sassuolo,25,Defender,Croatia,5000000.0,Serie A
Lorenzo Colombo,US Lecce,21,Attack,Italy,5000000.0,Serie A
Adrià Pedrosa,RCD Espanyol Barcelona,25,Defender,Spain,5000000.0,La Liga
Martin Braithwaite,RCD Espanyol Barcelona,32,Attack,Denmark,5000000.0,La Liga
Djené,Getafe CF,31,Defender,Togo,5000000.0,La Liga
Denis Suárez,RCD Espanyol Barcelona,29,midfield,Spain,5000000.0,La Liga
Marcos Alonso,FC Barcelona,32,Defender,Spain,5000000.0,La Liga
Calvin Ramsay,Liverpool FC,19,Defender,Scotland,5000000.0,Premier League
Matt Doherty,Atlético de Madrid,31,Defender,Ireland,5000000.0,La Liga
Andriy Lunin,Real Madrid,24,Goalkeeper,Ukraine,5000000.0,La Liga
David Zima,Torino FC,22,Defender,Czech Republic,5000000.0,Serie A
Carles Pérez,Celta de Vigo,25,Attack,Spain,5000000.0,La Liga
Aitor Ruibal,Real Betis Balompié,27,Defender,Spain,5000000.0,La Liga
Valentino Lazaro,Torino FC,27,Defender,Austria,5000000.0,Serie A
Josip Brekalo,ACF Fiorentina,25,Attack,Croatia,5000000.0,Serie A
Cenk Özkacar,Valencia CF,22,Defender,Turkey,5000000.0,La Liga
Germán Pezzella,Real Betis Balompié,32,Defender,Argentina,5000000.0,La Liga
Lilian Brassier,Stade Brestois 29,23,Defender,France,5000000.0,Ligue 1
Samú Costa,UD Almería,22,midfield,Portugal,5000000.0,La Liga
Sergio Busquets,FC Barcelona,34,midfield,Spain,5000000.0,La Liga
Rui Patrício,AS Roma,35,Goalkeeper,Portugal,5000000.0,Serie A
Gelson Martins,AS Monaco,28,Attack,Portugal,5000000.0,Ligue 1
Gédéon Kalulu,FC Lorient,25,Defender,DR Congo,5000000.0,Ligue 1
Lorenz Assignon,Stade Rennais FC,23,Defender,France,5000000.0,Ligue 1
Thiago Mendes,Olympique Lyon,31,midfield,Brazil,5000000.0,Ligue 1
Gerzino Nyamsi,RC Strasbourg Alsace,26,Defender,France,5000000.0,Ligue 1
Timothée Pembélé,Paris Saint-Germain,20,Defender,France,5000000.0,Ligue 1
Eric Bailly,Olympique Marseille,29,Defender,Cote d'Ivoire,5000000.0,Ligue 1
Jeff Reine-Adélaïde,ESTAC Troyes,25,midfield,France,5000000.0,Ligue 1
Han-Noah Massengo,AJ Auxerre,21,midfield,France,5000000.0,Ligue 1
Jonathan Gradit,RC Lens,30,Defender,France,5000000.0,Ligue 1
Jean Lucas,AS Monaco,25,midfield,Brazil,5000000.0,Ligue 1
Rémy Cabella,LOSC Lille,33,midfield,France,5000000.0,Ligue 1
Birger Meling,Stade Rennais FC,28,Defender,Norway,5000000.0,Ligue 1
Carlos Baleba,LOSC Lille,19,midfield,Cameroon,5000000.0,Ligue 1
Alexsandro,LOSC Lille,23,Defender,Brazil,5000000.0,Ligue 1
Julen Agirrezabala,Athletic Bilbao,22,Goalkeeper,Spain,5000000.0,La Liga
Ismaël Gharbi,Paris Saint-Germain,19,midfield,Spain,5000000.0,Ligue 1
Steve Mounié,Stade Brestois 29,28,Attack,Benin,5000000.0,Ligue 1
Kiki Kouyaté,Montpellier HSC,26,Defender,Mali,5000000.0,Ligue 1
Samuel Moutoussamy,FC Nantes,26,midfield,DR Congo,5000000.0,Ligue 1
Thomas Foket,Stade Reims,28,Defender,Belgium,5000000.0,Ligue 1
Jordan Ferri,Montpellier HSC,31,midfield,France,5000000.0,Ligue 1
Adam Buksa,RC Lens,26,Attack,Poland,5000000.0,Ligue 1
Cristiano Biraghi,ACF Fiorentina,30,Defender,Italy,5000000.0,Serie A
Luis Muriel,Atalanta BC,32,Attack,Colombia,5000000.0,Serie A
Domingos Duarte,Getafe CF,28,Defender,Portugal,5000000.0,La Liga
Idrissa Gueye,Everton FC,33,midfield,Senegal,5000000.0,Premier League
Jordi Alba,FC Barcelona,34,Defender,Spain,5000000.0,La Liga
Sergi Roberto,FC Barcelona,31,Defender,Spain,5000000.0,La Liga
Lassana Coulibaly,US Salernitana 1919,27,midfield,Mali,5000000.0,Serie A
Boubacar Traoré,Wolverhampton Wanderers,21,midfield,Mali,5000000.0,Premier League
Marko Arnautovic,Bologna FC 1909,34,Attack,Austria,5000000.0,Serie A
Lucas Höler,SC Freiburg,28,Attack,Germany,5000000.0,Bundesliga
Florian Kainz,1.FC Köln,30,Attack,Austria,5000000.0,Bundesliga
András Schäfer,1.FC Union Berlin,24,midfield,Hungary,5000000.0,Bundesliga
Jessic Ngankam,Hertha BSC,22,Attack,Germany,5000000.0,Bundesliga
Marco Richter,Hertha BSC,25,Attack,Germany,5000000.0,Bundesliga
Yann Sommer,Bayern Munich,34,Goalkeeper,Switzerland,5000000.0,Bundesliga
Nathan Ngoumou,Borussia Mönchengladbach,23,Attack,France,5000000.0,Bundesliga
Kevin Paredes,VfL Wolfsburg,20,midfield,United States,5000000.0,Bundesliga
Jonjo Shelvey,Nottingham Forest,31,midfield,England,5000000.0,Premier League
Robin Knoche,1.FC Union Berlin,31,Defender,Germany,5000000.0,Bundesliga
Thomas Meunier,Borussia Dortmund,31,Defender,Belgium,5000000.0,Bundesliga
Denis Huseinbasic,1.FC Köln,21,midfield,Germany,5000000.0,Bundesliga
Angelo Stiller,TSG 1899 Hoffenheim,22,midfield,Germany,5000000.0,Bundesliga
Pablo Marí,AC Monza,29,Defender,Spain,5000000.0,Serie A
Robin Zentner,1.FSV Mainz 05,28,Goalkeeper,Germany,5000000.0,Bundesliga
Eric Maxim Choupo-Moting,Bayern Munich,34,Attack,Cameroon,5000000.0,Bundesliga
Patric,SS Lazio,30,Defender,Spain,5000000.0,Serie A
Péter Gulácsi,RB Leipzig,33,Goalkeeper,Hungary,5000000.0,Bundesliga
Matteo Gabbia,AC Milan,23,Defender,Italy,5000000.0,Serie A
Daniel Iversen,Leicester City,25,Goalkeeper,Denmark,5000000.0,Premier League
Matteo Cancellieri,SS Lazio,21,Attack,Italy,5000000.0,Serie A
Emil Holm,Spezia Calcio,23,Defender,Sweden,5000000.0,Serie A
Óscar Valentín,Rayo Vallecano,28,midfield,Spain,5000000.0,La Liga
Jordan Ayew,Crystal Palace,31,Attack,Ghana,5000000.0,Premier League
Sam Surridge,Nottingham Forest,24,Attack,England,5000000.0,Premier League
César Azpilicueta,Chelsea FC,33,Defender,Spain,5000000.0,Premier League
Gastón Álvarez,Getafe CF,23,Defender,Uruguay,5000000.0,La Liga
Valentín Carboni,Inter Milan,18,midfield,Argentina,5000000.0,Serie A
Sam Greenwood,Leeds United,21,midfield,England,5000000.0,Premier League
Monchu,Real Valladolid CF,23,midfield,Spain,5000000.0,La Liga
Will Hughes,Crystal Palace,28,midfield,England,5000000.0,Premier League
Raoul Bellanova,Inter Milan,23,Defender,Italy,5000000.0,Serie A
Gonzalo Plata,Real Valladolid CF,22,Attack,Ecuador,5000000.0,La Liga
Omar Richards,Nottingham Forest,25,Defender,England,5000000.0,Premier League
Jens Stage,SV Werder Bremen,26,midfield,Denmark,5000000.0,Bundesliga
Axel Witsel,Atlético de Madrid,34,midfield,Belgium,5000000.0,La Liga
Paul Jaeckel,1.FC Union Berlin,24,Defender,Germany,5000000.0,Bundesliga
Stephan El Shaarawy,AS Roma,30,Attack,Italy,5000000.0,Serie A
Sepp van den Berg,FC Schalke 04,21,Defender,Netherlands,5000000.0,Bundesliga
Elseid Hysaj,SS Lazio,29,Defender,Albania,5000000.0,Serie A
Jorge Cuenca,Villarreal CF,23,Defender,Spain,5000000.0,La Liga
Álvaro Odriozola,Real Madrid,27,Defender,Spain,5000000.0,La Liga
Marco Silvestri,Udinese Calcio,32,Goalkeeper,Italy,5000000.0,Serie A
Eden Hazard,Real Madrid,32,Attack,Belgium,5000000.0,La Liga
Nacho Vidal,CA Osasuna,28,Defender,Spain,5000000.0,La Liga
Felix Afena-Gyan,US Cremonese,20,Attack,Ghana,5000000.0,Serie A
Pablo Barrios,Atlético de Madrid,20,midfield,Spain,5000000.0,La Liga
Mislav Orsic,Southampton FC,30,Attack,Croatia,5000000.0,Premier League
Patrick Ciurria,AC Monza,28,Attack,Italy,5000000.0,Serie A
Yangel Herrera,Girona FC,25,midfield,Venezuela,5000000.0,La Liga
Oriol Romeu,Girona FC,31,midfield,Spain,5000000.0,La Liga
Cyriel Dessers,US Cremonese,28,Attack,Nigeria,5000000.0,Serie A
Nelson Weiper,1.FSV Mainz 05,18,Attack,Germany,5000000.0,Bundesliga
Brendan Chardonnet,Stade Brestois 29,28,Defender,France,5000000.0,Ligue 1
Pasquale Mazzocchi,US Salernitana 1919,27,Defender,Italy,4800000.0,Serie A
Oliver Abildgaard,Hellas Verona,27,midfield,Denmark,4500000.0,Serie A
Martin Valjent,RCD Mallorca,27,Defender,Slovakia,4500000.0,La Liga
Waldemar Anton,VfB Stuttgart,26,Defender,Germany,4500000.0,Bundesliga
Romano Schmid,SV Werder Bremen,23,midfield,Austria,4500000.0,Bundesliga
Pierluigi Gollini,SSC Napoli,28,Goalkeeper,Italy,4500000.0,Serie A
Suat Serdar,Hertha BSC,26,midfield,Germany,4500000.0,Bundesliga
Jeremy Toljan,US Sassuolo,28,Defender,Germany,4500000.0,Serie A
Enzo Ebosse,Udinese Calcio,24,Defender,Cameroon,4500000.0,Serie A
Gianluca Gaetano,SSC Napoli,23,midfield,Italy,4500000.0,Serie A
Jamaal Lascelles,Newcastle United,29,Defender,England,4500000.0,Premier League
Matías Vecino,SS Lazio,31,midfield,Uruguay,4500000.0,Serie A
Bartlomiej Dragowski,Spezia Calcio,25,Goalkeeper,Poland,4500000.0,Serie A
Evann Guessand,FC Nantes,21,Attack,France,4500000.0,Ligue 1
Rominigue Kouamé,ESTAC Troyes,26,midfield,Mali,4500000.0,Ligue 1
Gabriel Gudmundsson,LOSC Lille,24,Defender,Sweden,4500000.0,Ligue 1
Jérémy Le Douaron,Stade Brestois 29,25,Attack,France,4500000.0,Ligue 1
Khalil Fayad,Montpellier HSC,19,midfield,France,4500000.0,Ligue 1
Matthis Abline,AJ Auxerre,20,Attack,France,4500000.0,Ligue 1
Alexis Claude-Maurice,RC Lens,25,midfield,France,4500000.0,Ligue 1
Alexis Beka Beka,OGC Nice,22,midfield,France,4500000.0,Ligue 1
Sergio Ramos,Paris Saint-Germain,37,Defender,Spain,4500000.0,Ligue 1
Frédéric Guilbert,RC Strasbourg Alsace,28,Defender,France,4500000.0,Ligue 1
Colin Dagba,RC Strasbourg Alsace,24,Defender,France,4500000.0,Ligue 1
Junior Messias,AC Milan,32,Attack,Brazil,4500000.0,Serie A
Paxten Aaronson,Eintracht Frankfurt,19,midfield,United States,4500000.0,Bundesliga
Youssef Maleh,US Lecce,24,midfield,Morocco,4500000.0,Serie A
Ruan Tressoldi,US Sassuolo,24,Defender,Brazil,4500000.0,Serie A
Kike Pérez,Real Valladolid CF,26,midfield,Spain,4500000.0,La Liga
Stuart Armstrong,Southampton FC,31,midfield,Scotland,4500000.0,Premier League
Edu Expósito,RCD Espanyol Barcelona,26,midfield,Spain,4000000.0,La Liga
Jean-Kévin Duverne,Stade Brestois 29,25,Defender,France,4000000.0,Ligue 1
